payment_id,merchant_id,payment_type,status,created_at,payment_time,amount,currency,channel,payment_method_type,card_number,card_cvv,card_exp_month,card_exp_year,customer_name,customer_email,customer_phone,billing_address,ip_address,device_id,export_batch_id
trx_44jhdl0l5ha6obm80s,vnd_4buk,transfer_in,failed,2025-10-21T23:54:40.192170Z,2025-10-22T01:46:40.192170Z,2030.39,EUR,online,['bank_transfer'],**** **** **** 8719,925,10,2027,Harper Dawson,reese.brooks.019@example.test,+34036364834,"119 Avenida da Liberdade, London",160.72.179.21,dev_yo6qxzeii8kq,exp_md5v3ns4bd
trx_7p56anfu60juymk74j,vnd_7bsf,transaction_out,refunded,2025-12-06T22:32:15.402624Z,2025-12-07T00:17:15.402624Z,1429.02,EUR,invoice,wallet,**** **** **** 6764,420,10,2026,Harper Dawson,dakota.palmer.791@example.test,+31743442780,"44 Calle Mayor, Dublin",4.69.195.214,dev_yo6qxzeii8kq,exp_md5v3ns4bd
trx_d9vy057byy1htu9zz8,ldg_ur9fx3,transaction_in,successful,2025-10-24T19:03:18.302591Z,2025-10-24T19:28:18.302591Z,2075.18,GBP,api,wallet,**** **** **** 4868,163,3,2036,Riley Hayden,rowan.palmer.564@example.test,+44323310059,"97 Rue de Rivoli, Hamburg",254.35.93.169,dev_20fnop7e4uwx,exp_md5v3ns4bd
trx_7e2ta3jfyraqii0i8g,ldg_kju8ju,transfer_in,pending,2025-11-06T12:42:19.536369Z,2025-11-06T12:51:19.536369Z,2142.81,EUR,pos,['bank_transfer'],**** **** **** 3340,013,9,2027,Dakota Sutton,taylor.jordan.259@example.test,+39261685010,"190 Baker Street, Paris",175.155.36.152,dev_jtu5gibjpf6ay,exp_md5v3ns4bd
trx_sqhrrt00mezugmhyvl,vnd_h6dq,transaction_out,failed,2025-06-07T07:08:22.400054Z,2025-06-07T07:58:22.400054Z,1658.17,EUR,online,card,**** **** **** 1915,450,6,2034,Taylor Hayes,casey.miller.699@example.test,+33247286644,"72 Via Roma, Hamburg",122.252.121.82,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_9r1vn24nepl2ea9puw,vnd_1qwb,transfer_out,failed,2025-11-20T02:20:59.937280Z,2025-11-20T04:14:59.937280Z,2422.58,EUR,api,['bank_transfer'],**** **** **** 0847,655,9,2035,Quinn Dawson,logan.sutton.350@example.test,+353808212601,"130 Calle Mayor, Hamburg",73.22.229.222,dev_pmnwq4sr4bnpd,exp_md5v3ns4bd
trx_u55fgwmz2hp512c39d,ldg_7mkswd,transfer_in,failed,2025-11-21T09:19:50.292754Z,2025-11-21T09:44:50.292754Z,2050.55,USD,api,['bank_transfer'],**** **** **** 5455,480,12,2028,Dakota Sutton,jordan.rowe.219@example.test,+31004564464,"103 Rue de Rivoli, Dublin",236.217.36.143,dev_pmnwq4sr4bnpd,exp_md5v3ns4bd
trx_h6i0fr0r9oaucx4km8,vnd_4buk,transfer_out,refunded,2025-04-17T12:35:33.217062Z,2025-04-17T14:25:33.217062Z,846.6,EUR,online,['bank_transfer'],**** **** **** 9606,352,3,2036,Riley Shaw,rowan.blake.234@example.test,+44019465790,"135 Avenida da Liberdade, Madrid",17.72.223.215,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_mr3pw56mljrucopcbe,ldg_7mkswd,transaction_in,successful,2025-10-30T21:20:26.232414Z,2025-10-30T22:07:26.232414Z,1791.46,GBP,link,card,**** **** **** 3159,251,8,2035,Dakota Rowe,sawyer.keller.187@example.test,+39620805524,"192 Avenida da Liberdade, Lisbon",227.153.232.195,dev_yo6qxzeii8kq,exp_md5v3ns4bd
trx_n2z6bpgj5oqlnunwjx,ldg_ohvkc3,transaction_out,successful,2025-07-07T12:47:34.538271Z,2025-07-07T13:42:34.538271Z,1067.68,EUR,online,card,**** **** **** 9177,985,3,2026,Harper Dawson,dakota.sutton.031@example.test,+34878981522,"184 Baker Street, Berlin",199.35.239.156,dev_opapzcmojsup,exp_md5v3ns4bd
trx_koxkmc5u9au6udx51t,vnd_b5qo,transfer_in,successful,2025-05-22T11:05:10.098803Z,2025-05-22T12:51:10.098803Z,802.96,EUR,api,['bank_transfer'],**** **** **** 7612,978,11,2033,Emerson Foster,mason.rowe.367@example.test,+33865665430,"63 Avenida da Liberdade, Rome",10.49.194.42,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_sggmwt39m56rqoj2qy,vnd_h6dq,transfer_in,successful,2025-12-18T17:55:24.783433Z,2025-12-18T19:24:24.783433Z,936.68,GBP,pos,['bank_transfer'],**** **** **** 2019,170,12,2029,Riley Hayden,emerson.jordan.430@example.test,+34521126859,"96 Avenida da Liberdade, Berlin",124.243.244.202,dev_yo6qxzeii8kq,exp_md5v3ns4bd
trx_y1fo6py33cp7ibbxc8,ldg_ur9fx3,transfer_in,pending,2025-06-16T18:13:39.303382Z,2025-06-16T19:13:39.303382Z,2299.56,GBP,invoice,['bank_transfer'],**** **** **** 4814,061,3,2035,Parker Hayden,casey.quincy.878@example.test,+39942083354,"58 Baker Street, Amsterdam",18.245.13.102,dev_u2a39cd7jopc,exp_md5v3ns4bd
trx_kusfgsgvkt70k3pz38,vnd_b5qo,transaction_out,successful,2025-03-22T04:30:01.925345Z,2025-03-22T05:52:01.925345Z,1525.07,EUR,api,wallet,**** **** **** 2212,026,5,2026,Dakota Rowe,reese.miller.991@example.test,+31143089984,"136 Unter den Linden, Paris",65.69.50.83,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_p0zoc0hmfa1tuhzqw3,vnd_h6dq,transfer_in,pending,2025-09-28T19:39:33.380768Z,2025-09-28T21:25:33.380768Z,312.87,EUR,api,['bank_transfer'],**** **** **** 8625,184,9,2032,Dakota Brooks,avery.jordan.678@example.test,+44323156220,"154 Via Roma, Paris",69.227.49.11,dev_vh4isy18so0z,exp_md5v3ns4bd
trx_fexcdanb9cp299szno,ldg_du46aq,transfer_in,successful,2025-12-24T08:33:49.690196Z,2025-12-24T09:52:49.690196Z,15.85,EUR,pos,['bank_transfer'],**** **** **** 7667,503,3,2033,Jordan Dawson,morgan.bennett.813@example.test,+353915460610,"154 Calle Mayor, Rome",34.46.169.135,dev_ltqzo16zq64k,exp_md5v3ns4bd
trx_fdx3hhcvywhleummhj,vnd_b5qo,transaction_out,successful,2025-05-06T05:01:18.643857Z,2025-05-06T06:51:18.643857Z,980.26,EUR,invoice,card,**** **** **** 3809,900,4,2030,Dakota Keller,mason.hayes.522@example.test,+44940921620,"7 Via Roma, Dublin",84.191.30.40,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_6f3258gw4pxxlkn6b3,vnd_1qwb,transfer_in,successful,2025-11-29T19:54:50.679353Z,2025-11-29T20:23:50.679353Z,1566.64,EUR,online,['bank_transfer'],**** **** **** 0163,529,9,2028,Casey Sutton,parker.sutton.213@example.test,+351356189127,"128 Avenida da Liberdade, Madrid",138.44.78.121,dev_yo6qxzeii8kq,exp_md5v3ns4bd
trx_omj7xyp9crkairxi2v,ldg_l7i3by,transaction_out,pending,2025-07-12T21:59:21.931021Z,2025-07-12T22:07:21.931021Z,938.26,EUR,online,card,**** **** **** 0025,265,2,2035,Jordan Palmer,emerson.jordan.626@example.test,+49484533719,"98 Calle Mayor, Rome",52.217.145.7,dev_5cjvbdethvmn,exp_md5v3ns4bd
trx_ygbyk7tcq8yosf0jx7,vnd_a63n,transaction_in,successful,2025-12-31T17:08:31.197831Z,2025-12-31T18:11:31.197831Z,29.29,EUR,online,card,**** **** **** 5092,666,7,2032,Sawyer Hayes,parker.foster.767@example.test,+34710843575,"24 Unter den Linden, Madrid",86.24.123.2,dev_oys5efndhgxc,exp_md5v3ns4bd
trx_8cgcdq7vnytg40mte1,ldg_v1tqwt,transaction_out,refunded,2025-04-10T16:40:19.686294Z,2025-04-10T17:37:19.686294Z,991.11,USD,online,wallet,**** **** **** 0618,388,10,2030,Morgan Bennett,jordan.palmer.349@example.test,+39109951766,"60 Baker Street, Hamburg",77.250.220.81,dev_m8zm0434sw8f,exp_md5v3ns4bd
trx_na3lw2tauqjg6j07ec,vnd_t7nm,transfer_in,successful,2026-01-04T09:30:49.270013Z,2026-01-04T10:30:49.270013Z,1526.57,GBP,invoice,['bank_transfer'],**** **** **** 3624,379,4,2026,Harper Rowe,skyler.rowe.462@example.test,+34775540919,"168 Via Roma, Lisbon",177.171.17.61,dev_oys5efndhgxc,exp_md5v3ns4bd
trx_b1mfpsg6n6t96464mz,ldg_ohvkc3,transfer_in,refunded,2025-03-31T12:40:12.855320Z,2025-03-31T13:31:12.855320Z,2425.12,EUR,link,['bank_transfer'],**** **** **** 7284,936,9,2028,Sawyer Hayes,emerson.miller.714@example.test,+39903395386,"84 Rue de Rivoli, Rome",212.140.254.119,dev_opapzcmojsup,exp_md5v3ns4bd
trx_sy4z7r73a6h7cnc6ih,ldg_ohvkc3,transaction_in,refunded,2025-10-08T04:00:30.255969Z,2025-10-08T05:40:30.255969Z,2288.38,EUR,invoice,card,**** **** **** 1349,068,6,2032,Bailey Brooks,reese.ellis.324@example.test,+49230936129,"185 Avenida da Liberdade, Dublin",179.206.241.95,dev_cyzrqh1wuiqs,exp_md5v3ns4bd
trx_7u9l2gbidldz6o10da,ldg_v1tqwt,transfer_in,successful,2025-10-18T16:48:06.997062Z,2025-10-18T17:18:06.997062Z,1468.17,USD,link,['bank_transfer'],**** **** **** 6513,527,4,2036,Cameron Hayes,morgan.sutton.903@example.test,+34701783471,"187 Avenida da Liberdade, Madrid",9.93.246.77,dev_4miy1lyhijsa,exp_md5v3ns4bd
trx_nlymvg8eadp5wwgvlf,ldg_du46aq,transfer_in,successful,2025-07-31T09:01:45.909452Z,2025-07-31T10:56:45.909452Z,1663.89,EUR,api,['bank_transfer'],**** **** **** 4795,844,4,2027,Jordan Sutton,quinn.palmer.070@example.test,+49986582468,"156 Unter den Linden, Berlin",175.29.95.10,dev_lnih9w01klcp,exp_md5v3ns4bd
trx_8y62gdedufaj1196z9,ldg_ur9fx3,transaction_in,pending,2025-06-14T22:56:50.609374Z,2025-06-14T23:14:50.609374Z,2363.13,USD,online,card,**** **** **** 2110,183,4,2033,Quinn Dawson,quinn.hayes.066@example.test,+33583417711,"62 Avenida da Liberdade, Paris",226.3.196.250,dev_u2a39cd7jopc,exp_md5v3ns4bd
trx_bwfp8rvitjoe46o2ur,vnd_w1t3,transaction_in,successful,2025-11-15T02:31:47.600116Z,2025-11-15T03:40:47.600116Z,840.44,EUR,link,card,**** **** **** 3201,839,12,2035,Riley Keller,mason.hayden.491@example.test,+49617406595,"41 Calle Mayor, Amsterdam",211.17.222.228,dev_yo6qxzeii8kq,exp_md5v3ns4bd
trx_w9psu3pp4m5fc8lz02,ldg_l7i3by,transaction_out,successful,2025-09-03T23:09:45.875102Z,2025-09-04T00:27:45.875102Z,33.49,EUR,pos,wallet,**** **** **** 9659,821,4,2034,Dakota Quincy,emerson.shaw.375@example.test,+39801550331,"110 Unter den Linden, Berlin",86.202.174.62,dev_5cjvbdethvmn,exp_md5v3ns4bd
trx_d6obuow69prt6in2v7,ldg_7mkswd,transaction_in,successful,2025-09-19T12:33:10.568906Z,2025-09-19T14:22:10.568906Z,1939.42,USD,invoice,wallet,**** **** **** 1456,223,10,2034,Riley Rowe,riley.brooks.173@example.test,+39203478390,"180 Via Roma, Rome",80.35.119.80,dev_vh4isy18so0z,exp_md5v3ns4bd
trx_3n7eavjsi1xvtd6yoe,ldg_l7i3by,transaction_out,successful,2025-03-16T12:00:19.480760Z,2025-03-16T13:27:19.480760Z,883.24,GBP,pos,wallet,**** **** **** 7983,904,1,2027,Mason Palmer,jordan.shaw.999@example.test,+34136179296,"95 Avenida da Liberdade, Porto",80.2.204.202,dev_5cjvbdethvmn,exp_md5v3ns4bd
trx_pliopnaf30106hv8ik,vnd_1qwb,transaction_out,successful,2025-10-06T11:13:52.067470Z,2025-10-06T12:31:52.067470Z,2266.78,EUR,online,card,**** **** **** 1774,809,6,2026,Jordan Reed,parker.keller.165@example.test,+44048335876,"187 Unter den Linden, Lisbon",1.221.6.201,dev_yo6qxzeii8kq,exp_md5v3ns4bd
trx_tbev2x6rm3fjzwedtj,ldg_7mkswd,transfer_in,successful,2025-03-13T08:34:06.503341Z,2025-03-13T09:30:06.503341Z,1838.4,EUR,online,['bank_transfer'],**** **** **** 5384,986,9,2031,Harper Dawson,bailey.brooks.495@example.test,+44435907089,"109 Avenida da Liberdade, London",52.132.253.24,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_tbev2x6rm3fjzwedtj,ldg_7mkswd,transfer_in,successful,2025-03-13T11:18:06.503341Z,2025-03-13T09:30:06.503341Z,1838.4,EUR,api,['bank_transfer'],**** **** **** 5384,986,9,2031,Harper Dawson,bailey.brooks.495@example.test,+44435907089,"109 Avenida da Liberdade, London",52.132.253.24,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_zdeb4u3t5deefsltaz,ldg_x90qoi,transfer_out,successful,2025-10-25T09:00:05.062467Z,2025-10-25T09:26:05.062467Z,252.35,EUR,online,['bank_transfer'],**** **** **** 5759,049,12,2033,Bailey Perry,casey.jordan.419@example.test,+44547677230,"61 Baker Street, Hamburg",144.122.44.66,dev_9fir2ad7p03p,exp_md5v3ns4bd
trx_udfkm5dxkc4qutc2zp,ldg_ur9fx3,transaction_in,refunded,2025-03-25T12:14:09.597271Z,2025-03-25T13:50:09.597271Z,1652.79,EUR,link,card,**** **** **** 1698,312,1,2034,Emerson Foster,parker.rowe.326@example.test,+351988467096,"184 Calle Mayor, Madrid",100.222.45.129,dev_u2a39cd7jopc,exp_md5v3ns4bd
trx_c320yhjqgw15vynrn7,vnd_g93g,transfer_in,failed,2026-01-05T01:50:51.551188Z,2026-01-05T02:18:51.551188Z,1180.1,EUR,api,['bank_transfer'],**** **** **** 7846,112,10,2034,Casey Foster,sawyer.blake.313@example.test,+34906841541,"50 Avenida da Liberdade, Lisbon",204.139.149.235,dev_oys5efndhgxc,exp_md5v3ns4bd
trx_90r80src16zu40fov7,vnd_h6dq,transaction_out,failed,2025-07-17T16:22:21.970119Z,2025-07-17T17:42:21.970119Z,1099.4,GBP,link,card,**** **** **** 2898,612,7,2029,Jordan Perry,jordan.shaw.651@example.test,+33507528201,"38 Via Roma, Berlin",98.203.7.234,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_m0f91p2mnfzuirezrw,ldg_7mkswd,transfer_out,successful,2025-07-13T16:40:26.390526Z,2025-07-13T16:46:26.390526Z,1014.03,EUR,link,['bank_transfer'],**** **** **** 1255,366,1,2035,Logan Shaw,rowan.hayes.884@example.test,+31182416014,"73 Via Roma, Lisbon",25.202.128.63,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_depl7fcksmwioi1fwt,vnd_b5qo,transaction_in,successful,2025-11-27T18:38:59.500320Z,2025-11-27T19:39:59.500320Z,536.7,EUR,online,card,**** **** **** 6484,503,11,2033,Cameron Brooks,morgan.hayden.957@example.test,+351229534003,"68 Baker Street, Madrid",136.152.142.103,dev_yo6qxzeii8kq,exp_md5v3ns4bd
trx_jazmiwhmdzgivxokwh,vnd_h6dq,transaction_out,pending,2025-07-10T23:16:35.469301Z,2025-07-10T23:33:35.469301Z,346.33,GBP,pos,wallet,**** **** **** 0071,396,6,2030,Parker Hayden,cameron.palmer.898@example.test,+33268288403,"179 Calle Mayor, London",25.162.142.188,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_3b50fqm5m32gk9qncb,ldg_7mkswd,transfer_out,successful,2025-09-05T16:07:23.052174Z,2025-09-05T18:01:23.052174Z,812.97,USD,pos,['bank_transfer'],**** **** **** 7555,174,1,2027,Sawyer Hayes,taylor.blake.456@example.test,+353319737351,"47 Baker Street, Rome",24.17.25.193,dev_o9gqey07j0jm,exp_md5v3ns4bd
trx_zrs5qrlgk0ywl9e0l0,ldg_x90qoi,transfer_in,pending,2025-06-03T06:57:44.231180Z,2025-06-03T08:19:44.231180Z,548.47,EUR,online,['bank_transfer'],**** **** **** 0364,337,8,2036,Riley Hayden,mason.foster.453@example.test,+351924028460,"162 Avenida da Liberdade, Hamburg",213.157.118.228,dev_2gtn9khmccz5,exp_md5v3ns4bd
trx_8hv9xpt1aiaylxduzx,ldg_ur9fx3,transaction_in,successful,2025-05-09T00:44:13.318529Z,2025-05-09T02:18:13.318529Z,800.11,EUR,pos,card,**** **** **** 2819,940,7,2035,Casey Quincy,jordan.quincy.843@example.test,+39299823229,"189 Avenida da Liberdade, London",145.19.124.21,dev_u2a39cd7jopc,exp_md5v3ns4bd
trx_s13vaormsnfcgbaejk,vnd_h6dq,transfer_in,successful,2025-09-15T06:31:01.291483Z,2025-09-15T07:16:01.291483Z,2348.89,EUR,invoice,['bank_transfer'],**** **** **** 7134,068,4,2031,Cameron Hayes,jamie.perry.325@example.test,+44782537487,"165 Rue de Rivoli, Dublin",103.195.162.5,dev_o9gqey07j0jm,exp_md5v3ns4bd
trx_in2j7naqevjj3bhp27,ldg_7mkswd,transaction_out,failed,2025-05-19T14:35:35.420486Z,2025-05-19T15:36:35.420486Z,1827.73,USD,online,wallet,**** **** **** 8674,477,10,2032,Jordan Harper,riley.palmer.720@example.test,+353798831175,"4 Rue de Rivoli, Rome",217.190.172.204,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_c9zelkelrgm9xlgj8x,vnd_b5qo,transaction_out,successful,2025-10-15T03:49:42.396412Z,2025-10-15T05:01:42.396412Z,1148.48,EUR,invoice,card,**** **** **** 2841,244,10,2026,Logan Hayden,dakota.carter.815@example.test,+33341517563,"154 Baker Street, Rome",14.188.187.47,dev_yo6qxzeii8kq,exp_md5v3ns4bd
trx_el00r4uw59eh6v8imv,ldg_kju8ju,transfer_in,pending,2025-03-30T14:10:56.378983Z,2025-03-30T14:28:56.378983Z,1014.39,EUR,api,['bank_transfer'],**** **** **** 9569,194,6,2036,Bailey Ellis,dakota.rowe.303@example.test,+34536420610,"129 Baker Street, Paris",244.215.146.98,dev_mfp2rtmlf6g4,exp_md5v3ns4bd
trx_xnbfzx4lbdpitjvyy7,vnd_gk3v,transfer_out,refunded,2025-12-07T11:48:45.392981Z,2025-12-07T12:48:45.392981Z,1432.32,EUR,online,['bank_transfer'],**** **** **** 4711,861,7,2026,Harper Dawson,jamie.ellis.620@example.test,+34383661923,"150 Via Roma, Dublin",237.207.90.44,dev_yo6qxzeii8kq,exp_md5v3ns4bd
trx_125ggmn6mzs6r7orb6,vnd_w1t3,transfer_out,pending,2025-08-08T12:40:39.555101Z,2025-08-08T13:15:39.555101Z,2102.79,EUR,invoice,['bank_transfer'],**** **** **** 2703,365,8,2033,Skyler Blake,emerson.dawson.310@example.test,+39409471021,"19 Rue de Rivoli, Dublin",35.208.248.32,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_ygp42to7yy8y6syd8a,ldg_7mkswd,transaction_in,successful,2025-08-12T09:58:22.801946Z,2025-08-12T11:37:22.801946Z,1292.15,EUR,pos,card,**** **** **** 0859,936,11,2027,Casey Palmer,emerson.brooks.733@example.test,+49061617257,"58 Avenida da Liberdade, Berlin",14.91.26.208,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_kea4t5sfh8fhq7aj52,vnd_prqb,transaction_out,successful,2025-11-24T09:33:10.241154Z,2025-11-24T10:17:10.241154Z,458.08,EUR,link,wallet,**** **** **** 5259,992,11,2029,Emerson Foster,riley.rowe.188@example.test,+31734921189,"71 Via Roma, Paris",149.61.109.185,dev_yo6qxzeii8kq,exp_md5v3ns4bd
trx_9ib5m1cr8ng9xo9gqc,ldg_l7i3by,transaction_out,failed,2025-06-17T09:08:24.348237Z,2025-06-17T10:46:24.348237Z,2240.75,EUR,invoice,card,**** **** **** 0763,810,3,2036,Cameron Hayes,logan.brooks.240@example.test,+33336047559,"54 Calle Mayor, Lisbon",208.28.253.249,dev_5cjvbdethvmn,exp_md5v3ns4bd
trx_6trigjle53vdvflepl,vnd_h6dq,transaction_out,successful,2025-10-29T00:28:31.611880Z,2025-10-29T00:47:31.611880Z,496.08,EUR,api,card,**** **** **** 9129,979,7,2027,Logan Bennett,reese.miller.561@example.test,+34918468783,"36 Rue de Rivoli, London",113.87.192.39,dev_yo6qxzeii8kq,exp_md5v3ns4bd
trx_m9hjy7dmuujw43ewk3,ldg_l7i3by,transfer_out,failed,2025-06-18T11:47:36.933987Z,2025-06-18T12:04:36.933987Z,437.31,USD,pos,['bank_transfer'],**** **** **** 6811,597,10,2032,Riley Keller,logan.jordan.379@example.test,+33634837951,"59 Calle Mayor, Lisbon",52.108.246.230,dev_5cjvbdethvmn,exp_md5v3ns4bd
trx_lc23zcbdttdctwd4g4,vnd_b5qo,transfer_out,refunded,2025-07-03T05:26:37.199028Z,2025-07-03T06:23:37.199028Z,1695.48,EUR,link,['bank_transfer'],**** **** **** 4082,173,6,2035,Emerson Foster,bailey.foster.177@example.test,+44362518784,"160 Via Roma, Paris",20.53.191.92,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_kfkn41jieo04shbyq5,ldg_ur9fx3,transfer_out,successful,2025-12-02T15:45:43.451441Z,2025-12-02T16:07:43.451441Z,989.97,USD,online,['bank_transfer'],**** **** **** 1735,146,8,2034,Skyler Keller,avery.ellis.104@example.test,+33230716985,"116 Avenida da Liberdade, Berlin",11.188.45.60,dev_x2xa6lvfztq2,exp_md5v3ns4bd
trx_9j71q0lwk201btxulb,vnd_gk3v,transaction_out,refunded,2025-12-26T10:22:48.674781Z,2025-12-26T11:25:48.674781Z,1119.22,EUR,pos,wallet,**** **** **** 5974,603,7,2036,Jamie Reed,emerson.jordan.232@example.test,+34445507418,"21 Baker Street, Madrid",48.28.103.246,dev_oys5efndhgxc,exp_md5v3ns4bd
trx_23ac0hvkwujskpczqf,ldg_ohvkc3,transfer_in,pending,2025-09-25T18:45:20.280936Z,2025-09-25T20:02:20.280936Z,1697.33,EUR,online,['bank_transfer'],**** **** **** 9547,370,10,2035,Harper Rowe,rowan.brooks.469@example.test,+31478592637,"67 Via Roma, Amsterdam",140.33.134.15,dev_opapzcmojsup,exp_md5v3ns4bd
trx_ljgj8vymysfmkdu18z,ldg_l7i3by,transfer_out,pending,2025-10-22T03:59:48.415040Z,2025-10-22T05:45:48.415040Z,1968.31,EUR,online,['bank_transfer'],**** **** **** 5934,659,8,2030,Logan Shaw,harper.jordan.788@example.test,+39405321634,"92 Calle Mayor, Amsterdam",88.209.134.117,dev_shterdswpq32,exp_md5v3ns4bd
trx_tjl4se8pp6779h2pdb,ldg_7mkswd,transaction_in,successful,2025-03-08T10:17:22.720242Z,2025-03-08T11:10:22.720242Z,1938.88,EUR,pos,card,**** **** **** 7518,932,6,2034,Cameron Brooks,reese.dawson.572@example.test,+353562696914,"67 Calle Mayor, Dublin",41.191.35.36,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_t0ct567umykzq48q4r,vnd_1qwb,transaction_in,successful,2025-06-11T04:24:13.952423Z,2025-06-11T05:18:13.952423Z,241.4,USD,online,card,**** **** **** 3501,610,10,2036,Quinn Carter,avery.perry.783@example.test,+353604533925,"97 Calle Mayor, Rome",27.218.1.37,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_0b5ou66cflptc5eit4,vnd_fpfp,transfer_in,pending,2025-12-11T07:29:06.248053Z,2025-12-11T09:28:06.248053Z,1806.49,GBP,pos,['bank_transfer'],**** **** **** 5796,472,11,2028,Dakota Foster,riley.quincy.321@example.test,+44966714370,"56 Via Roma, Paris",34.106.239.76,dev_ggrxjdqde3p8b,exp_md5v3ns4bd
trx_eq798xjhnsgomw6dch,ldg_l7i3by,transaction_out,pending,2025-06-27T14:25:41.178974Z,2025-06-27T15:48:41.178974Z,516.83,USD,invoice,card,**** **** **** 7552,272,1,2035,Harper Blake,quinn.dawson.237@example.test,+31637562334,"52 Avenida da Liberdade, London",72.26.234.153,dev_5cjvbdethvmn,exp_md5v3ns4bd
trx_omzjmqnvblzj0uoghw,ldg_ohvkc3,transfer_out,successful,2025-04-03T20:11:28.231393Z,2025-04-03T20:31:28.231393Z,1422.2,EUR,api,['bank_transfer'],**** **** **** 5013,465,2,2030,Bailey Sutton,jamie.carter.784@example.test,+33679100127,"80 Baker Street, Madrid",162.87.48.97,dev_opapzcmojsup,exp_md5v3ns4bd
trx_l4z74f4nz6nho4ximm,ldg_x90qoi,transaction_in,successful,2025-03-12T11:18:09.858777Z,2025-03-12T11:55:09.858777Z,2254.59,EUR,api,card,**** **** **** 4395,424,9,2027,Parker Carter,taylor.reed.485@example.test,+34843201752,"13 Unter den Linden, Amsterdam",226.30.217.101,dev_2gtn9khmccz5,exp_md5v3ns4bd
trx_0k9pxaldu6ogn5lo2a,vnd_fpfp,transfer_out,failed,2025-04-12T09:26:59.487083Z,2025-04-12T11:19:59.487083Z,1280.88,EUR,invoice,['bank_transfer'],**** **** **** 7615,951,11,2032,Emerson Foster,casey.blake.916@example.test,+44802931056,"100 Baker Street, Berlin",48.149.123.238,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_jmdiuwebeyd7p88gz2,ldg_ur9fx3,transaction_out,refunded,2025-03-14T14:16:43.894771Z,2025-03-14T16:01:43.894771Z,2392.54,USD,pos,wallet,**** **** **** 8912,751,7,2026,Logan Blake,sawyer.jordan.269@example.test,+49218452524,"163 Calle Mayor, Porto",45.186.200.195,dev_u2a39cd7jopc,exp_md5v3ns4bd
trx_z1rjym8ewrjnkgxxas,ldg_x90qoi,transaction_out,successful,2025-08-05T19:37:17.402255Z,2025-08-05T20:51:17.402255Z,569.4,EUR,api,card,**** **** **** 7951,547,2,2030,Casey Palmer,bailey.sutton.924@example.test,+34988768684,"158 Unter den Linden, Lisbon",173.17.129.225,dev_2gtn9khmccz5,exp_md5v3ns4bd
trx_wslkeauy6v1u8giti8,vnd_4buk,transfer_out,failed,2025-11-26T12:41:07.745358Z,2025-11-26T12:50:07.745358Z,873.44,GBP,api,['bank_transfer'],**** **** **** 6598,068,8,2036,Morgan Rowe,jamie.miller.491@example.test,+351048176782,"185 Baker Street, Lisbon",212.72.100.117,dev_yo6qxzeii8kq,exp_md5v3ns4bd
trx_6l1twoaz5h6q7jlaa3,vnd_fpfp,transaction_out,successful,2025-08-05T02:12:55.396691Z,2025-08-05T03:42:55.396691Z,1265.59,USD,online,wallet,**** **** **** 6312,188,1,2030,Cameron Hayes,skyler.hayes.201@example.test,+49105755576,"101 Baker Street, Dublin",88.103.129.194,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_mqgt5swievx5723ask,vnd_7bsf,transaction_in,failed,2025-12-21T19:55:42.013679Z,2025-12-21T20:48:42.013679Z,977.77,USD,online,card,**** **** **** 3591,278,11,2035,Skyler Blake,skyler.blake.943@example.test,+49849537033,"21 Unter den Linden, Amsterdam",155.174.194.18,dev_yo6qxzeii8kq,exp_md5v3ns4bd
trx_54048rz8arc5ywoqz1,vnd_b5qo,transaction_out,refunded,2025-04-04T12:56:24.752407Z,2025-04-04T14:12:24.752407Z,1083.56,EUR,api,card,**** **** **** 6556,328,5,2034,Quinn Shaw,cameron.keller.829@example.test,+44335779964,"54 Calle Mayor, Hamburg",25.86.66.175,dev_4o0xt2xdxsrc,exp_md5v3ns4bd
trx_f65z9tnydki45p03vi,ldg_x90qoi,transaction_out,pending,2025-07-26T16:51:28.355080Z,2025-07-26T17:59:28.355080Z,151.97,EUR,link,wallet,**** **** **** 0020,213,1,2033,Casey Quincy,jamie.carter.919@example.test,+353025035486,"191 Calle Mayor, Hamburg",87.247.235.242,dev_2gtn9khmccz5,exp_md5v3ns4bd
